ensembl_id,symbol
ENSG00000135333,EPHA7
ENSG00000183742,MACC1
ENSG00000172478,MAB21L4
ENSG00000145934,TENM2
ENSG00000144847,IGSF11
ENSG00000265933,LINC00668
ENSG00000109182,CWH43
ENSG00000211962,IGHV1-46
ENSG00000116745,RPE65
ENSG00000205002,AARD
ENSG00000237289,CKMT1B
ENSG00000115008,IL1A
ENSG00000168348,INSM2
ENSG00000251493,FOXD1
ENSG00000136931,NR5A1
ENSG00000215808,LINC01139
ENSG00000255974,CYP2A6
ENSG00000230221,ATMINP1
ENSG00000136944,LMX1B
ENSG00000187758,ADH1A
ENSG00000197977,ELOVL2
ENSG00000054356,PTPRN
ENSG00000116983,HPCAL4
ENSG00000080031,PTPRH
ENSG00000196917,HCAR1
ENSG00000268388,FENDRR
ENSG00000069812,HES2
ENSG00000138755,CXCL9
ENSG00000166897,ELFN2
ENSG00000156738,MS4A1
ENSG00000185274,GALNT17
ENSG00000067715,SYT1
ENSG00000133101,CCNA1
ENSG00000211637,IGLV4-69
ENSG00000036828,CASR
ENSG00000259096,SHLD2P2
ENSG00000144406,UNC80
ENSG00000164379,FOXQ1
ENSG00000100024,UPB1
ENSG00000021852,C8B
ENSG00000158055,GRHL3
ENSG00000047936,ROS1
ENSG00000043355,ZIC2
ENSG00000148482,SLC39A12
ENSG00000148942,SLC5A12
ENSG00000162399,BSND
ENSG00000009950,MLXIPL
ENSG00000164128,NPY1R
ENSG00000235500,SNX19P2
ENSG00000163141,BNIPL
ENSG00000129990,SYT5
ENSG00000004939,SLC4A1
ENSG00000181195,PENK
ENSG00000187783,TMEM72
ENSG00000241186,CRIPTO
ENSG00000171903,CYP4F11
ENSG00000171303,KCNK3
ENSG00000214128,TMEM213
ENSG00000167105,TMEM92
ENSG00000248966,BCLAF1P1
ENSG00000269994,LINC02893
ENSG00000242094,FOXP1-IT1
ENSG00000134121,CHL1
ENSG00000164929,BAALC
ENSG00000166105,GLB1L3
ENSG00000224775,BRAFP1
ENSG00000156096,UGT2B4
ENSG00000179023,KLHDC7A
ENSG00000131914,LIN28A
ENSG00000236539,HNRNPA1P54
ENSG00000147697,GSDMC
ENSG00000039537,C6
ENSG00000242808,SOX2-OT
ENSG00000046653,GPM6B
ENSG00000075673,ATP12A
ENSG00000170454,KRT75
ENSG00000180730,SHISA2
ENSG00000197106,SLC6A17
ENSG00000087495,PHACTR3
ENSG00000105929,ATP6V0A4
ENSG00000130829,DUSP9
ENSG00000161249,DMKN
ENSG00000232517,CSPG4BP
ENSG00000167588,GPD1
ENSG00000163618,CADPS
ENSG00000124479,NDP
ENSG00000101542,CDH20
ENSG00000230392,LINC03098
ENSG00000178021,TSPYL6
ENSG00000198734,F5
ENSG00000182107,CDC50B
ENSG00000258730,ITPK1-AS1
ENSG00000169760,NLGN1
ENSG00000257966,OLA1P3
ENSG00000073067,CYP2W1
ENSG00000254139,LINC03018
ENSG00000078725,BRINP1
ENSG00000240671,IGKV1-8
ENSG00000260389,WBP11P1
ENSG00000182782,HCAR2
ENSG00000179292,TMEM151A
ENSG00000109511,ANXA10
ENSG00000179455,MKRN3
ENSG00000170743,SYT9
ENSG00000197705,KLHL14
ENSG00000125144,MT1G
ENSG00000214892,USP8P1
ENSG00000087494,PTHLH
ENSG00000172995,ARPP21
ENSG00000148584,A1CF
ENSG00000167434,CA4
ENSG00000144452,ABCA12
ENSG00000064205,CCN5
ENSG00000248485,PCP4L1
ENSG00000188761,BCL2L15
ENSG00000152910,CNTNAP4
ENSG00000171532,NEUROD2
ENSG00000168280,KIF5C
ENSG00000113249,HAVCR1
ENSG00000211970,IGHV4-61
ENSG00000206557,TRIM71
ENSG00000176165,FOXG1
ENSG00000057593,F7
ENSG00000215644,GCGR
ENSG00000154277,UCHL1
ENSG00000129951,PLPPR3
ENSG00000198692,EIF1AY
ENSG00000163817,SLC6A20
ENSG00000168269,FOXI1
ENSG00000204876,LOC389602
ENSG00000142484,TM4SF5
ENSG00000188883,KLRG2
ENSG00000124875,CXCL6
ENSG00000239855,IGKV1-6
ENSG00000196344,ADH7
ENSG00000164488,DACT2
ENSG00000151025,GPR158
ENSG00000241478,HSPA8P9
ENSG00000101213,PTK6
ENSG00000260903,XKR7
ENSG00000171954,CYP4F22
ENSG00000170549,IRX1
ENSG00000179915,NRXN1
ENSG00000152785,BMP3
ENSG00000116039,ATP6V1B1
ENSG00000173376,NDNF
ENSG00000166920,COXFA4L3
ENSG00000102554,KLF5
ENSG00000130988,RGN
ENSG00000241388,HNF1A-AS1
ENSG00000110243,APOA5
ENSG00000144852,NR1I2
ENSG00000148156,ACTL7B
ENSG00000262833,LOC101928855
ENSG00000198099,ADH4
ENSG00000001626,CFTR
ENSG00000163751,CPA3
ENSG00000174992,ZG16
ENSG00000197253,TPSB2
ENSG00000179914,ITLN1
ENSG00000105894,PTN
ENSG00000261175,LINC02188
ENSG00000240990,HOXA11-AS
ENSG00000164188,RANBP3L
ENSG00000264570,SNX19P3
ENSG00000182050,MGAT4C
ENSG00000115850,LCT
ENSG00000074803,SLC12A1
ENSG00000178826,TMEM139
ENSG00000117598,PLPPR5
ENSG00000007952,NOX1
ENSG00000172236,TPSAB1
ENSG00000128510,CPA4
ENSG00000181885,CLDN7
ENSG00000206356,LOC100652833
ENSG00000186487,MYT1L
ENSG00000170419,VSTM2A
ENSG00000171236,LRG1
ENSG00000256870,SLC5A8
ENSG00000198488,B3GNT6
ENSG00000226650,KIF4B
ENSG00000126861,OMG
ENSG00000117322,CR2
ENSG00000170500,LONRF2
ENSG00000170807,LMOD2
ENSG00000168542,COL3A1
ENSG00000143921,ABCG8
ENSG00000186919,ZACN
ENSG00000133661,SFTPD
ENSG00000171246,NPTX1
ENSG00000113600,C9
ENSG00000229719,MIR194-2HG
ENSG00000040731,CDH10
ENSG00000164076,CAMKV
ENSG00000168143,SACK1B
ENSG00000118520,ARG1
ENSG00000170579,DLGAP1
ENSG00000197565,COL4A6
ENSG00000072041,SLC6A15
ENSG00000124939,SCGB2A1
ENSG00000019169,MARCO
ENSG00000150275,PCDH15
ENSG00000173253,DMRT2
ENSG00000230360,DDX10P2
ENSG00000184709,LRRC26
ENSG00000197506,SLC28A3
ENSG00000168843,FSTL5
ENSG00000223650,UHRF2P1
ENSG00000016402,IL20RA
ENSG00000146005,PSD2
ENSG00000196549,MME
ENSG00000182156,ENPP7
ENSG00000198535,C2CD4A
ENSG00000106689,LHX2
ENSG00000026559,KCNG1
ENSG00000198759,EGFL6
ENSG00000237452,MEIOSIN
ENSG00000246422,DIAPH1-AS1
ENSG00000235371,ACO2P2
ENSG00000074317,SNCB
ENSG00000232712,KIZ-AS1
ENSG00000153404,PLEKHG4B
ENSG00000136542,GALNT5
ENSG00000130540,SULT4A1
ENSG00000175229,GAL3ST3
ENSG00000130513,GDF15
ENSG00000164756,SLC30A8
ENSG00000181392,SYNE4
ENSG00000255537,LOC403312
ENSG00000168702,LRP1B
ENSG00000123364,HOXC13
ENSG00000136695,IL36RN
ENSG00000229241,PNPT1P1
ENSG00000234512,TLR12P
ENSG00000204347,BTBD17
ENSG00000174697,LEP
ENSG00000223572,CKMT1A
ENSG00000089169,RPH3A
ENSG00000170827,CELP
ENSG00000212710,CTAGE1
ENSG00000177910,SPATA31C2
ENSG00000197408,CYP2B6
ENSG00000069535,MAOB
ENSG00000211638,IGLV8-61
ENSG00000170927,PKHD1
ENSG00000178538,CA8
ENSG00000166091,CMTM5
ENSG00000163810,TGM4
ENSG00000088386,SLC15A1
ENSG00000165238,WNK2
ENSG00000122728,TAF1L
ENSG00000261115,TMEM178B
ENSG00000184058,TBX1
ENSG00000163497,FEV
ENSG00000133878,DUSP26
ENSG00000256162,SMLR1
ENSG00000211965,IGHV3-49
ENSG00000265489,ARHGAP44-AS1
ENSG00000171540,OTP
ENSG00000182013,PNMA8A
ENSG00000130545,CRB3
ENSG00000270641,TSIX
ENSG00000187416,LHFPL3
ENSG00000164007,CLDN19
ENSG00000226306,NPY6R
ENSG00000271824,SMIM32
ENSG00000163395,IGFN1
ENSG00000242515,UGT1A10
ENSG00000166111,SVOP
ENSG00000064270,ATP2C2
ENSG00000196862,RGPD4
ENSG00000198028,ZNF560
ENSG00000137285,TUBB2B
ENSG00000132872,SYT4
ENSG00000188011,RTP5
ENSG00000117215,PLA2G2D
ENSG00000230750,SDAD1P2
ENSG00000205108,SPATA31F1
ENSG00000221845,LINC02902
ENSG00000214992,AKAP17BP
ENSG00000124721,DNAH8
ENSG00000113492,AGXT2
ENSG00000233670,PIRT
ENSG00000167580,AQP2
ENSG00000214617,SLC6A10P
ENSG00000170426,SDR9C7
ENSG00000234906,APOC2
ENSG00000139910,NOVA1
ENSG00000258017,TUBA1B-AS1
ENSG00000176490,DIRAS1
ENSG00000253313,C1orf210
ENSG00000163064,EN1
ENSG00000158786,PLA2G2F
ENSG00000105143,SLC1A6
ENSG00000165905,LARGE2
ENSG00000165816,VWA2
ENSG00000175164,ABO
ENSG00000226017,PRICKLE2-AS3
ENSG00000224280,LOC317727
ENSG00000265369,PCAT18
ENSG00000185737,NRG3
ENSG00000244414,CFHR1
ENSG00000105737,GRIK5
ENSG00000186732,MPPED1
ENSG00000117595,IRF6
ENSG00000127954,STEAP4
ENSG00000147606,SLC26A7
ENSG00000249550,LINC01234
ENSG00000012817,KDM5D
ENSG00000067842,ATP2B3
ENSG00000171189,GRIK1
ENSG00000004846,ABCB5
ENSG00000144355,DLX1
ENSG00000175707,KDF1
ENSG00000134160,TRPM1
ENSG00000163092,XIRP2
ENSG00000227471,AKR1B15
ENSG00000135903,PAX3
ENSG00000159650,UROC1
ENSG00000100505,TRIM9
ENSG00000145384,FABP2
ENSG00000236078,LINC01447
ENSG00000244649,LINC02086
ENSG00000151005,TKTL2
ENSG00000233061,TTLL7-IT1
ENSG00000102239,BRS3
ENSG00000198822,GRM3
ENSG00000021826,CPS1
ENSG00000154080,CHST9
ENSG00000168913,ENHO
ENSG00000204379,XAGE1A
ENSG00000122584,NXPH1
ENSG00000109101,FOXN1
ENSG00000226789,WBP11P2
ENSG00000109255,NMU
ENSG00000120057,SFRP5
ENSG00000050628,PTGER3
ENSG00000163833,FBXO40
ENSG00000015413,DPEP1
ENSG00000225572,DOCK4-AS1
ENSG00000100985,MMP9
ENSG00000139874,SSTR1
ENSG00000260093,MSRA-DT
ENSG00000277893,SRD5A2
ENSG00000230665,THAP12P1
ENSG00000148204,CRB2
ENSG00000176887,SOX11
ENSG00000280953,LINC01163
ENSG00000157111,TMEM171
ENSG00000265763,ZNF488
ENSG00000147465,STAR
ENSG00000081248,CACNA1S
ENSG00000213578,CPLX3
ENSG00000179083,FAM133A
ENSG00000008196,TFAP2B
ENSG00000259831,LINC00567
ENSG00000147573,TRIM55
ENSG00000188386,PPP3R2
ENSG00000176842,IRX5
ENSG00000143107,FNDC7
ENSG00000143536,CRNN
ENSG00000104313,EYA1
ENSG00000224916,APOC4-APOC2
ENSG00000187546,AGMO
ENSG00000232458,LINC01450
ENSG00000129159,KCNC1
ENSG00000142661,MYOM3
ENSG00000219565,ZPR1P1
ENSG00000154545,MAGED4
ENSG00000164120,HPGD
ENSG00000128714,HOXD13
ENSG00000168907,PLA2G4F
ENSG00000184611,KCNH7
ENSG00000214814,FER1L6
ENSG00000248697,TOX4P1
ENSG00000129244,ATP1B2
ENSG00000010932,FMO1
ENSG00000267719,LINC02078
ENSG00000175161,CADM2
ENSG00000176406,RIMS2
ENSG00000178568,ERBB4
ENSG00000170893,TRH
ENSG00000156194,PPEF2
ENSG00000113763,UNC5A
ENSG00000233858,LINC02599
ENSG00000172987,HPSE2
ENSG00000222035,KIAA2012-AS1
ENSG00000115266,APC2
ENSG00000204382,XAGE1B
ENSG00000095627,TDRD1
ENSG00000135298,ADGRB3
ENSG00000073734,ABCB11
ENSG00000181234,TMEM132C
ENSG00000166292,TMEM100
ENSG00000149654,CDH22
ENSG00000136929,HEMGN
ENSG00000247473,CARS1-AS1
ENSG00000153132,CLGN
ENSG00000165349,SLC7A3
ENSG00000169429,CXCL8
ENSG00000167011,NAT16
ENSG00000256463,SALL3
ENSG00000204065,TCEAL5
ENSG00000225449,RAB6C-AS1
ENSG00000274588,DGKK
ENSG00000166159,LRTM2
ENSG00000144191,CNGA3
ENSG00000172955,ADH6
ENSG00000179869,ABCA13
ENSG00000184507,NUTM1
ENSG00000119614,VSX2
ENSG00000168079,SCARA5
ENSG00000262655,SPON1
ENSG00000172137,CALB2
ENSG00000105369,CD79A
ENSG00000147509,RGS20
ENSG00000214491,SEC14L6
ENSG00000121871,SLITRK3
ENSG00000259120,ERLN
ENSG00000114948,ADAM23
ENSG00000228212,OFD1P17
ENSG00000236333,TRHDE-AS1
ENSG00000167941,SOST
ENSG00000104892,KLC3
ENSG00000105668,UPK1A
ENSG00000261150,EPPK1
ENSG00000156395,SORCS3
ENSG00000113396,SLC27A6
ENSG00000118526,TCF21
ENSG00000159217,IGF2BP1
ENSG00000163914,RHO
ENSG00000102290,PCDH11X
ENSG00000177519,RPRM
ENSG00000223843,EFCAB6-AS1
ENSG00000154493,C10orf90
ENSG00000240567,LINC02067
ENSG00000106236,NPTX2
ENSG00000180251,SLC9A4
ENSG00000197172,MAGEA6
ENSG00000136535,TBR1
ENSG00000154118,JPH3
ENSG00000173826,KCNH6
ENSG00000211685,IGLC7
ENSG00000164199,ADGRV1
ENSG00000179674,ARL14
ENSG00000174358,SLC6A19
ENSG00000226673,LINC01108
ENSG00000230731,LINC02938
ENSG00000111344,RASAL1
ENSG00000230910,ADGRB3-DT
ENSG00000165449,SLC16A9
ENSG00000134115,CNTN6
ENSG00000175785,PRIMA1
ENSG00000275846,LOC105374989
ENSG00000211448,DIO2
ENSG00000007216,SLC13A2
ENSG00000136688,IL36G
ENSG00000234667,ACTL11P
ENSG00000180861,LINC01559
ENSG00000144218,AFF3
ENSG00000134765,DSC1
ENSG00000166569,CPLX4
ENSG00000196132,MYT1
ENSG00000125207,PIWIL1
ENSG00000170231,FABP6
ENSG00000166448,TMEM130
ENSG00000174453,VWC2L
ENSG00000006788,MYH13
ENSG00000197893,NRAP
ENSG00000138823,MTTP
ENSG00000255251,PRR23D1
ENSG00000169213,RAB3B
ENSG00000188848,BEND4
ENSG00000152954,NRSN1
ENSG00000243238,IGKV2-30
ENSG00000168032,ENTPD3
ENSG00000205358,MT1H
ENSG00000196660,SLC30A10
ENSG00000185565,LSAMP
ENSG00000186204,CYP4F12
ENSG00000158445,KCNB1
ENSG00000260230,FRRS1L
ENSG00000250433,CLSTN2-AS1
ENSG00000276850,ANXA8
ENSG00000280228,AMANZI
ENSG00000034971,MYOC
ENSG00000137204,SLC22A7
ENSG00000231475,IGHV4-30-2
ENSG00000164093,PITX2
ENSG00000137558,PI15
ENSG00000206181,ELOA2
ENSG00000078898,BPIFB2
ENSG00000268949,MRPS17P1
ENSG00000255378,PRR23D2
ENSG00000064655,EYA2
ENSG00000152377,SPOCK1
ENSG00000099953,MMP11
ENSG00000184144,CNTN2
ENSG00000167600,CYP2S1
ENSG00000140506,LMAN1L
ENSG00000230061,TRPM2-AS
ENSG00000230894,LOC107987014
ENSG00000237307,SRRM1P3
ENSG00000170577,SIX2
ENSG00000132297,HHLA1
ENSG00000130035,GALNT8
ENSG00000170075,GPR37L1
ENSG00000099960,SLC7A4
ENSG00000159387,IRX6
ENSG00000171804,WDR87
ENSG00000243709,LEFTY1
ENSG00000111704,NANOG
ENSG00000106018,VIPR2
ENSG00000147257,GPC3
ENSG00000268089,GABRQ
ENSG00000165606,DRGX
ENSG00000115616,SLC9A2
ENSG00000157131,C8A
ENSG00000127325,BEST3
ENSG00000112812,PRSS16
ENSG00000124302,CHST8
ENSG00000158089,GALNT14
ENSG00000237638,LINC02245
ENSG00000139767,SRRM4
ENSG00000169583,CLIC3
ENSG00000130768,SMPDL3B
ENSG00000197934,CYYR1-AS1
ENSG00000105278,ZFR2
ENSG00000172209,GPR22
ENSG00000136002,ARHGEF4
ENSG00000124143,ARHGAP40
ENSG00000145242,EPHA5
ENSG00000167759,KLK13
ENSG00000174498,IGDCC3
ENSG00000187268,FAM9C
ENSG00000198300,PEG3
ENSG00000158022,TRIM63
ENSG00000107317,PTGDS
ENSG00000183549,ACSM5
ENSG00000206585,RNVU1-7
ENSG00000111700,SLCO1B3
ENSG00000166035,LIPC
ENSG00000136689,IL1RN
ENSG00000198883,PNMA5
ENSG00000138347,MYPN
ENSG00000162344,FGF19
ENSG00000005073,HOXA11
ENSG00000185269,NOTUM
ENSG00000215174,NLRP2B
ENSG00000143632,ACTA1
ENSG00000152208,GRID2
ENSG00000183166,CALN1
ENSG00000126583,PRKCG
ENSG00000177459,ERICH5
ENSG00000142677,IL22RA1
ENSG00000165973,NELL1
ENSG00000158553,POM121L2
ENSG00000107807,TLX1
ENSG00000185352,HS6ST3
ENSG00000126950,TMEM35A
ENSG00000164175,SLC45A2
ENSG00000228151,LOC101928733
ENSG00000183715,OPCML
ENSG00000176204,LRRTM4
ENSG00000164695,CHMP4C
ENSG00000162482,AKR7A3
ENSG00000071991,CDH19
ENSG00000130595,TNNT3
ENSG00000257127,CLLU1
ENSG00000231256,CFAP97D1
ENSG00000249245,NCOA4P3
ENSG00000214039,LINC02418
ENSG00000188730,VWC2
ENSG00000112796,ENPP5
ENSG00000196878,LAMB3
ENSG00000259974,LINC00261
ENSG00000168350,DEGS2
ENSG00000214940,NPIPA8
ENSG00000100373,UPK3A
ENSG00000185156,MFSD6L
ENSG00000198597,ZNF536
ENSG00000229373,LINC00452
ENSG00000150656,CNDP1
ENSG00000186897,C1QL4
ENSG00000100079,LGALS2
ENSG00000056487,PHF21B
ENSG00000165192,ASB11
ENSG00000213373,LINC00671
ENSG00000197635,DPP4
ENSG00000142549,IGLON5
ENSG00000145451,GLRA3
ENSG00000094963,FMO2
ENSG00000084453,SLCO1A2
ENSG00000101197,BIRC7
ENSG00000101180,HRH3
ENSG00000145103,ILDR1
ENSG00000162897,FCAMR
ENSG00000237070,LOC105375166
ENSG00000259380,LINC02895
ENSG00000148408,CACNA1B
ENSG00000109832,DDX25
ENSG00000267978,MAGEA9B
ENSG00000107447,DNTT
ENSG00000241111,PRICKLE2-AS1
ENSG00000179242,CDH4
ENSG00000174567,GOLT1A
ENSG00000130822,PNCK
ENSG00000156687,UNC5D
ENSG00000114248,LRRC31
ENSG00000167634,NLRP7
ENSG00000164749,HNF4G
ENSG00000126778,SIX1
ENSG00000137968,SLC44A5
ENSG00000185610,DBX2
ENSG00000240891,PLCXD2
ENSG00000274827,LINC01297
ENSG00000141434,MEP1B
ENSG00000186160,CYP4Z1
ENSG00000135097,MSI1
ENSG00000204283,LINC01973
ENSG00000146477,SLC22A3
ENSG00000178162,FAR2P2
ENSG00000114487,MORC1
ENSG00000204952,FBXO47
ENSG00000110887,DAO
ENSG00000166396,SERPINB7
ENSG00000263429,TMEM238L
ENSG00000141469,SLC14A1
ENSG00000121570,DPPA4
ENSG00000115112,TFCP2L1
ENSG00000154025,SLC5A10
ENSG00000222028,PSMB11
ENSG00000244122,UGT1A7
ENSG00000224559,LINC01087
ENSG00000073754,CD5L
ENSG00000227972,THAP12P3
ENSG00000279261,LINC02961
ENSG00000104848,KCNA7
ENSG00000175426,PCSK1
ENSG00000134376,CRB1
ENSG00000134363,FST
ENSG00000125675,GRIA3
ENSG00000143297,FCRL5
ENSG00000276409,CCL14
ENSG00000281769,LINC-ADAIN
ENSG00000197595,ATP11AUN
ENSG00000120471,TP53AIP1
ENSG00000215441,CTAGE12P
ENSG00000181626,ANKRD62
ENSG00000179059,ZFP42
ENSG00000105290,APLP1
ENSG00000108018,SORCS1
ENSG00000255082,GRM5-AS1
ENSG00000237263,MAPK6P3
ENSG00000006071,ABCC8
ENSG00000177103,DSCAML1
ENSG00000177508,IRX3
ENSG00000224717,LEMD1-DT
ENSG00000143520,FLG2
ENSG00000144820,ADGRG7
ENSG00000125414,MYH2
ENSG00000105650,PDE4C
ENSG00000073792,IGF2BP2
ENSG00000112175,BMP5
ENSG00000248318,SNTB1-AS2
ENSG00000173805,HAP1
ENSG00000279770,LINC00552
ENSG00000260357,DNM1P34
ENSG00000224809,BEND3P2
ENSG00000270490,LETM1P1
ENSG00000255571,MIR9-3HG
ENSG00000062096,ARSF
ENSG00000154646,TMPRSS15
ENSG00000254486,LINC02547
ENSG00000253558,LOC100422441
ENSG00000158258,CLSTN2
ENSG00000149742,SLC22A9
ENSG00000140107,SLC25A47
ENSG00000139200,PIANP
ENSG00000167080,B4GALNT2
ENSG00000157150,TIMP4
ENSG00000223573,TINCR
ENSG00000268651,CTAG1A
ENSG00000186115,CYP4F2
ENSG00000179813,FAM216B
ENSG00000036565,SLC18A1
ENSG00000198930,CSAG1
ENSG00000225536,STIP1P3
ENSG00000009694,TENM1
ENSG00000164796,CSMD3
ENSG00000180332,KCTD4
ENSG00000144644,GADL1
ENSG00000171956,FOXB1
ENSG00000113430,IRX4
ENSG00000237417,XRCC6P1
ENSG00000187288,CIDEC
ENSG00000166145,SPINT1
ENSG00000211976,IGHV3-73
ENSG00000125820,NKX2-2
ENSG00000103569,AQP9
ENSG00000275718,CCL15
ENSG00000101746,NOL4
ENSG00000185742,C11orf87
ENSG00000139209,SLC38A4
ENSG00000127412,TRPV5
ENSG00000182747,SLC35D3
ENSG00000120885,CLU
ENSG00000277481,PKD1L3
ENSG00000091129,NRCAM
ENSG00000143839,REN
ENSG00000245750,DRAIC
ENSG00000196368,NUDT11
ENSG00000232827,LINC01189
ENSG00000180176,TH
ENSG00000204421,LY6G6C
ENSG00000162975,KCNF1
ENSG00000157152,SYN2
ENSG00000165799,RNASE7
ENSG00000138356,AOX1
ENSG00000232044,SILC1
ENSG00000235768,BRD7P5
ENSG00000204010,IFIT1B
ENSG00000181778,TMEM252
ENSG00000250366,TUNAR
ENSG00000270367,ADAD1P1
ENSG00000177800,TMEM78
ENSG00000164107,HAND2
ENSG00000227145,IL21-AS1
ENSG00000184524,CEND1
ENSG00000131183,SLC34A1
ENSG00000079689,SCGN
ENSG00000168135,KCNJ4
ENSG00000139648,KRT71
ENSG00000147381,MAGEA4
ENSG00000236567,TCF3P1
ENSG00000279980,GABARAPL3
ENSG00000175832,ETV4
ENSG00000171658,NMRAL2P
ENSG00000232486,DEPDC1P2
ENSG00000106038,EVX1
ENSG00000132744,ACY3
ENSG00000165548,TMEM63C
ENSG00000157613,CREB3L1
ENSG00000250423,KIAA1210
ENSG00000155886,SLC24A2
ENSG00000168959,GRM5
ENSG00000280515,SALRNA2
ENSG00000224976,PARP4P2
ENSG00000228035,NGF-AS1
ENSG00000188293,IGFL1
ENSG00000064886,CHI3L2
ENSG00000144331,ZNF385B
ENSG00000204655,MOG
ENSG00000103546,SLC6A2
ENSG00000169933,FRMPD4
ENSG00000240063,ATP11B-DT
ENSG00000235400,LOC652549
ENSG00000237988,OR2I1
ENSG00000164588,HCN1
ENSG00000169085,VXN
ENSG00000256195,LOC101928940
ENSG00000128710,HOXD10
ENSG00000235205,TATDN2P3
ENSG00000170748,RBMXL2
ENSG00000254656,RTL1
ENSG00000188803,SHISA6
ENSG00000041353,RAB27B
ENSG00000176381,PRR18
ENSG00000189196,LINC00994
ENSG00000008394,MGST1
ENSG00000223566,TNRC18P2
ENSG00000236320,SLFN14
ENSG00000254042,SLIT3-AS2
ENSG00000168903,BTNL3
ENSG00000198570,RD3
ENSG00000175497,DPP10
ENSG00000234210,LOC101927914
ENSG00000138083,SIX3
ENSG00000180138,CSNK1A1L
ENSG00000251441,RTEL1P1
ENSG00000233639,PANTR1
ENSG00000225431,LINC01671
ENSG00000008323,PLEKHG6
ENSG00000223991,TANAR
ENSG00000259581,TYRO3P
ENSG00000204532,ZSCAN5C
ENSG00000259818,CZIB-DT
ENSG00000125813,PAX1
ENSG00000183535,COL18A1-AS1
ENSG00000157103,SLC6A1
ENSG00000226631,SLC9A3P3
ENSG00000188580,NKAIN2
ENSG00000113389,NPR3
ENSG00000187855,ASCL4
ENSG00000112333,NR2E1
ENSG00000183644,HOATZ
ENSG00000101282,RSPO4
ENSG00000157542,KCNJ6
ENSG00000227744,LINC01940
ENSG00000180440,SERTM1
ENSG00000166866,MYO1A
ENSG00000218823,PAPOLB
ENSG00000183778,B3GALT5
ENSG00000211649,IGLV7-46
ENSG00000255980,LINC02953
ENSG00000172969,FRG2C
ENSG00000241935,HOGA1
ENSG00000004848,ARX
ENSG00000169297,NR0B1
ENSG00000175356,SCUBE2
ENSG00000132329,RAMP1
ENSG00000015520,NPC1L1
ENSG00000144057,ST6GAL2
ENSG00000231826,LINC01819
ENSG00000198542,ITGBL1
ENSG00000115468,EFHD1
ENSG00000183248,PRR36
ENSG00000250526,CCT6P2
ENSG00000164778,EN2
ENSG00000240048,DDX50P2
ENSG00000267497,NFE2L3P1
ENSG00000222004,LINC02860
ENSG00000229183,PGA4
ENSG00000145087,STXBP5L
ENSG00000011347,SYT7
ENSG00000109819,PPARGC1A
ENSG00000280719,PCAT5
ENSG00000150471,ADGRL3
ENSG00000145864,GABRB2
ENSG00000182901,RGS7
ENSG00000104941,RSPH6A
ENSG00000169031,COL4A3
ENSG00000269964,MEI4
ENSG00000183770,FOXL2
ENSG00000158477,CD1A
ENSG00000100033,PRODH
ENSG00000181358,CTAGE10P
ENSG00000146013,GFRA3
ENSG00000169994,MYO7B
ENSG00000172346,CSDC2
ENSG00000146809,ASB15
ENSG00000259091,LINC00517
ENSG00000276775,IGHV4-4
ENSG00000092051,JPH4
ENSG00000214548,MEG3
ENSG00000144810,COL8A1
ENSG00000133083,DCLK1
ENSG00000069482,GAL
ENSG00000142449,FBN3
ENSG00000175779,LINC02694
ENSG00000144045,DQX1
ENSG00000110427,KIAA1549L
ENSG00000131379,C3orf20
ENSG00000180869,LINC01555
ENSG00000137634,NXPE4
ENSG00000253336,LOC392266
ENSG00000122592,HOXA7
ENSG00000170837,GPR27
ENSG00000182601,HS3ST4
ENSG00000198576,ARC
ENSG00000183090,FREM3
ENSG00000135925,WNT10A
ENSG00000260807,CEROX1
ENSG00000184925,LCN12
ENSG00000174429,ABRA
ENSG00000136546,SCN7A
ENSG00000173227,SYT12
ENSG00000169006,NTSR2
ENSG00000164287,CDC20B
ENSG00000154342,WNT3A
ENSG00000234572,LINC01800
ENSG00000182175,RGMA
ENSG00000241738,ZNF90P1
ENSG00000237914,SIRPG-AS1
ENSG00000163285,GABRG1
ENSG00000197616,MYH6
ENSG00000156689,GLYATL2
ENSG00000117122,MFAP2
ENSG00000235711,ANKRD34C
ENSG00000103740,ACSBG1
ENSG00000204277,LINC01993
ENSG00000182040,USH1G
ENSG00000180806,HOXC9
ENSG00000235012,JCADP1
ENSG00000233821,ENOX1-AS1
ENSG00000147724,FAM135B
ENSG00000166959,MS4A8
ENSG00000162631,NTNG1
ENSG00000073756,PTGS2
ENSG00000272068,BCAN-AS1
ENSG00000249661,TNRC18P1
ENSG00000262075,DKFZP434A062
ENSG00000141668,CBLN2
ENSG00000151834,GABRA2
ENSG00000213973,ZNF99
ENSG00000143469,SYT14
ENSG00000259459,LINC02568
ENSG00000147889,CDKN2A
ENSG00000234880,LINC00163
ENSG00000233003,CICP26
ENSG00000103089,FA2H
ENSG00000279020,C18orf15
ENSG00000214097,SMCO1
ENSG00000229558,SACS-AS1
ENSG00000137561,TTPA
ENSG00000099869,IGF2-AS
ENSG00000232564,MRTFA-AS1
ENSG00000133980,VRTN
ENSG00000273372,SFTPD-AS1
ENSG00000169618,PROKR1
ENSG00000276644,DACH1
ENSG00000230528,NOS2P3
ENSG00000182379,NXPH4
ENSG00000157890,MEGF11
ENSG00000177947,CIMAP1A
ENSG00000197757,HOXC6
ENSG00000165194,PCDH19
ENSG00000077327,SPAG6
